Age,Nutrients,Animal,TissueFullName,Location,Tissue,Exp,Animal ID,a1,a2,t1,t2,tm,i,x2
5,eat-2,1,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal1 DR Day5,0.720298973,0.279701028,0.5697975,2.70895,1.208585214,4131.028879,0.9829625
5,eat-2,1,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal1 DR Day5,0.594873053,0.405126947,0.603046,2.8839875,1.539147804,8390.674792,1.055398
5,eat-2,1,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal1 DR Day5,0.690286974,0.309713026,0.595954,2.991018,1.336780758,3099.852917,0.794455
5,eat-2,1,PM,NA,PM,CMFLIM10,CMFLIM10 Animal1 DR Day5,0.704507777,0.295492224,0.625182,2.7911295,1.273279589,7485.00016,1.018474
7,eat-2,1,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal1 DR Day7,0.682389594,0.317610407,0.6033305,2.8049035,1.293934717,4129.276854,0.879361
7,eat-2,1,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal1 DR Day7,0.650674146,0.349325855,0.583028,2.730628,1.360267132,6290.821724,0.756905
7,eat-2,1,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal1 DR Day7,0.710453041,0.28954696,0.578346,2.669681,1.185320177,7390.650822,0.9497505
7,eat-2,1,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal1 DR Day7,0.581233546,0.418766454,0.5822565,2.7892335,1.503674628,7438.209477,0.895735
7,eat-2,1,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal1 DR Day7,0.691204399,0.308795602,0.5761075,2.898256,1.292990189,2952.916651,0.7821495
7,eat-2,1,PM,NA,PM,CMFLIM10,CMFLIM10 Animal1 DR Day7,0.731515353,0.268484648,0.5816135,2.697935,1.144819607,6771.303317,0.9753795
9,eat-2,1,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal1 DR Day9,0.696720911,0.303279089,0.6125865,3.212379,1.423790131,5002.13627,0.8377625
9,eat-2,1,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal1 DR Day9,0.714086033,0.285913968,0.533151,2.9448715,1.273715653,8660.951715,0.915148
9,eat-2,1,PM,NA,PM,CMFLIM10,CMFLIM10 Animal1 DR Day9,0.69208064,0.307919361,0.5768175,3.1065075,1.385193516,5287.86802,0.8537485
11,eat-2,10,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal10 DR Day11,0.721884078,0.278115923,0.643573,2.8899935,1.290902283,6844.602758,1.012741
11,eat-2,10,PM,NA,PM,CMFLIM10,CMFLIM10 Animal10 DR Day11,0.738869934,0.261130066,0.5576435,2.5773375,1.087252194,8964.569794,0.9239585
3,eat-2,10,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal10 DR Day3,0.699868631,0.300131369,0.678924,2.9292615,1.344539689,3774.696482,0.8595515
3,eat-2,10,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal10 DR Day3,0.641239035,0.358760965,0.715533,3.09807,1.583876203,9254.814011,0.965259
3,eat-2,10,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal10 DR Day3,0.768777593,0.231222407,0.561411,2.5934515,1.072365478,8131.871702,0.997553
3,eat-2,10,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal10 DR Day3,0.632707058,0.367292942,0.619676,2.845136,1.42617686,12746.47761,0.892673
3,eat-2,10,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal10 DR Day3,0.711962341,0.28803766,0.5304415,2.6490895,1.127949042,7006.369288,0.825862
3,eat-2,10,PM,NA,PM,CMFLIM10,CMFLIM10 Animal10 DR Day3,0.743362762,0.256637239,0.5204455,2.315994,0.984847217,10648.87921,0.951003
9,eat-2,10,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal10 DR Day9,0.743811423,0.256188577,0.606108,2.648333,1.101041431,4845.842405,0.8527405
9,eat-2,10,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal10 DR Day9,0.6928045,0.307195501,0.570017,2.8695455,1.251264984,9503.594392,0.906901
9,eat-2,10,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal10 DR Day9,0.707134858,0.292865142,0.6077245,2.7684465,1.214146436,1649.59645,0.911187
9,eat-2,10,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal10 DR Day9,0.664678523,0.335321477,0.533199,2.784084,1.321917545,5175.908672,0.9015235
9,eat-2,10,PM,NA,PM,CMFLIM10,CMFLIM10 Animal10 DR Day9,0.663028997,0.336971003,0.6158645,2.5859805,1.251563841,4620.65361,1.09216
11,eat-2,11,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal11 DR Day11,0.730871828,0.269128173,0.5681155,2.608165,1.129741507,9477.35732,1.136906
11,eat-2,11,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal11 DR Day11,0.710182241,0.28981776,0.597552,2.508754,1.152442304,6284.972486,0.8454345
11,eat-2,11,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal11 DR Day11,0.753935641,0.24606436,0.6726945,2.8695655,1.207426418,10900.33577,0.965758
11,eat-2,11,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal11 DR Day11,0.669252977,0.330747024,0.5883535,2.7178885,1.312219339,7176.677115,0.980073
11,eat-2,11,PM,NA,PM,CMFLIM10,CMFLIM10 Animal11 DR Day11,0.742841544,0.257158457,0.544557,2.416159,1.023599413,11810.56447,1.0647835
9,eat-2,11,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal11 DR Day9,0.689007812,0.310992188,0.561274,3.0183215,1.327925419,3035.708596,0.8799365
9,eat-2,11,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal11 DR Day9,0.66284766,0.33715234,0.6301835,3.195472,1.523105031,4501.308773,0.873491
9,eat-2,11,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal11 DR Day9,0.726609464,0.273390537,0.6034815,2.827788,1.250635224,177.8162081,0.786144
9,eat-2,11,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal11 DR Day9,0.656717704,0.343282296,0.635469,2.9654095,1.453630382,264.0404597,0.7996645
9,eat-2,11,PM,NA,PM,CMFLIM10,CMFLIM10 Animal11 DR Day9,0.698411317,0.301588684,0.6709265,3.1587115,1.479972275,317.1356678,0.909109
11,eat-2,12,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal12 DR Day11,0.741981108,0.258018892,0.620948,2.802057,1.185708009,6785.51388,0.90631
11,eat-2,12,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal12 DR Day11,0.650010432,0.349989568,0.634634,2.890808,1.445939954,12764.54309,0.9131245
11,eat-2,12,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal12 DR Day11,0.566164078,0.433835922,0.682732,4.038445,2.139515422,15310.69114,0.8704605
11,eat-2,12,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal12 DR Day11,0.56510658,0.434893421,0.7337845,3.8376675,2.123556879,15693.35369,0.8612355
11,eat-2,12,PM,NA,PM,CMFLIM10,CMFLIM10 Animal12 DR Day11,0.59932023,0.400679771,0.644788,3.970394,1.933246862,20277.319,0.8813595
11,eat-2,2,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day11,0.747984331,0.252015669,0.553652,2.731315,1.102368391,7300.252628,1.056548
11,eat-2,2,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day11,0.693572357,0.306427644,0.5813145,3.3247725,1.408659378,10862.41995,0.94357
11,eat-2,2,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day11,0.774000984,0.225999017,0.6292225,2.908047,1.167356189,11382.82211,0.851522
11,eat-2,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day11,0.632390603,0.367609397,0.6903615,3.1348705,1.602683445,10768.17751,0.8217355
11,eat-2,2,PM,NA,PM,CMFLIM10,CMFLIM10 Animal2 DR Day11,0.725088996,0.274911005,0.595184,2.7541035,1.208061407,8247.347617,1.018688
1,eat-2,2,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day1,0.762776054,0.237223947,0.590235,2.6295555,1.059299678,6567.419246,1.0098725
1,eat-2,2,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day1,0.681137102,0.318862898,0.543978,2.8055065,1.2703177,13914.16668,1.2821985
1,eat-2,2,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day1,0.720070763,0.279929237,0.616729,2.6841245,1.195269804,8276.332867,0.8228515
1,eat-2,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day1,0.678607929,0.321392072,0.532182,2.8111375,1.257610386,9437.738396,0.945347
1,eat-2,2,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal2 DR Day1,0.663900581,0.33609942,0.551676,2.6542335,1.227858709,5932.869627,0.8384015
1,eat-2,2,PM,NA,PM,CMFLIM10,CMFLIM10 Animal2 DR Day1,0.708543252,0.291456749,0.5869955,2.4031235,1.130677648,13941.38399,0.965155
3,eat-2,2,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day3,0.735617645,0.264382356,0.6536495,2.9225575,1.27653582,2701.669923,0.8086215
3,eat-2,2,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day3,0.639348531,0.36065147,0.6433105,3.034558,1.509837476,6598.078279,0.989965
3,eat-2,2,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day3,0.69531796,0.304682041,0.61834,2.676913,1.253329353,2875.641712,1.010279
3,eat-2,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day3,0.625775743,0.374224257,0.601973,3.0243695,1.510485911,5222.268992,0.977526
3,eat-2,2,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal2 DR Day3,0.72488584,0.27511416,0.6281415,2.954059,1.28671093,4895.428119,0.755638
3,eat-2,2,PM,NA,PM,CMFLIM10,CMFLIM10 Animal2 DR Day3,0.592462052,0.407537949,0.6478575,2.411523,1.327430603,5781.958466,0.8164275
5,eat-2,2,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day5,0.766682626,0.233317375,0.588473,3.0722205,1.244758541,4226.658477,0.9388615
5,eat-2,2,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day5,0.700037089,0.299962911,0.5404925,3.127011,1.331462006,7487.160176,1.049916
5,eat-2,2,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day5,0.75310715,0.24689285,0.594976,2.6439285,1.116435265,16494.72875,0.9563585
5,eat-2,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day5,0.694412575,0.305587425,0.5301355,2.811277,1.280209,17335.01522,0.8391835
5,eat-2,2,PM,NA,PM,CMFLIM10,CMFLIM10 Animal2 DR Day5,0.695205201,0.304794799,0.569028,2.459468,1.172260988,17381.09176,0.9652275
7,eat-2,2,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day7,0.704294182,0.295705818,0.574443,2.909561,1.334099364,2842.189335,0.899448
7,eat-2,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day7,0.615812899,0.384187102,0.723628,3.875912,1.936599382,7344.777277,0.906902
7,eat-2,2,PM,NA,PM,CMFLIM10,CMFLIM10 Animal2 DR Day7,0.617913287,0.382086714,0.68243,3.608593,1.846716402,6566.883364,0.8160465
9,eat-2,2,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day9,0.759793565,0.240206436,0.6118945,2.829286,1.155088505,3263.443124,0.864467
9,eat-2,2,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day9,0.662902592,0.337097408,0.6040425,3.0587915,1.434231225,5359.765052,0.818084
9,eat-2,2,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal2 DR Day9,0.732406432,0.267593568,0.57849,2.987204,1.223755579,8599.59037,1.0876765
9,eat-2,2,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal2 DR Day9,0.685023399,0.314976601,0.6052745,3.1592255,1.422820792,9165.285185,0.8732295
9,eat-2,2,PM,NA,PM,CMFLIM10,CMFLIM10 Animal2 DR Day9,0.730876752,0.269123248,0.590763,2.980443,1.247479192,6909.792303,0.9713395
11,eat-2,3,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day11,0.753235009,0.246764992,0.6190935,3.8211875,1.388866907,8439.505179,0.849208
1,eat-2,3,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day1,0.68856811,0.31143189,0.437621,2.355533,1.029206943,6554.905116,1.2491565
1,eat-2,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day1,0.615495448,0.384504552,0.5833585,2.80178,1.461944159,9845.300633,0.987069
1,eat-2,3,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day1,0.710890026,0.289109975,0.667526,2.8291775,1.292194813,12108.76183,1.021695
1,eat-2,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day1,0.65973557,0.34026443,0.587664,2.884277,1.416548403,10550.05512,0.878653
1,eat-2,3,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal3 DR Day1,0.676248642,0.323751359,0.6254445,2.968689,1.37978362,3695.3569,0.7892865
1,eat-2,3,PM,NA,PM,CMFLIM10,CMFLIM10 Animal3 DR Day1,0.642240628,0.357759372,0.6592295,2.4321535,1.285874467,12132.69317,0.9723085
3,eat-2,3,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day3,0.68748733,0.312512671,0.632591,2.7212375,1.284087991,5013.342551,0.8910355
3,eat-2,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day3,0.624348064,0.375651937,0.5864775,2.9007535,1.46146184,9075.274732,0.785116
3,eat-2,3,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day3,0.747703368,0.252296633,0.623637,2.6950215,1.160864278,4974.089792,0.9613975
3,eat-2,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day3,0.682288929,0.317711071,0.5379155,2.8215205,1.270746381,5023.879405,1.026192
3,eat-2,3,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal3 DR Day3,0.756761787,0.243238214,0.567672,2.854264,1.100776877,1564.406638,0.7373595
3,eat-2,3,PM,NA,PM,CMFLIM10,CMFLIM10 Animal3 DR Day3,0.704500879,0.295499121,0.588586,2.3832195,1.118895884,7210.571792,0.948012
5,eat-2,3,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day5,0.676354254,0.323645747,0.538911,2.8102105,1.214203899,2700.648896,1.03108
5,eat-2,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day5,0.639660009,0.360339991,0.583127,3.0413205,1.462357922,5918.930642,0.981954
5,eat-2,3,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day5,0.746731192,0.253268808,0.576038,2.853845,1.154954835,6216.360029,1.144596
5,eat-2,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day5,0.713811497,0.286188503,0.5905835,3.185341,1.387820921,6204.061514,1.032835
5,eat-2,3,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal3 DR Day5,0.679919828,0.320080173,0.6401405,3.597351,1.545879812,3868.220385,0.8188305
5,eat-2,3,PM,NA,PM,CMFLIM10,CMFLIM10 Animal3 DR Day5,0.722635015,0.277364985,0.6741395,2.9635685,1.309313353,10183.78084,1.066371
7,eat-2,3,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day7,0.759622297,0.240377703,0.5601955,2.7018865,1.071973821,3744.81757,0.753053
7,eat-2,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day7,0.713454154,0.286545846,0.51502,2.7642505,1.155260319,6264.046938,1.111247
7,eat-2,3,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day7,0.739025349,0.260974651,0.64358,3.1474965,1.287584755,5622.719731,0.833154
7,eat-2,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day7,0.663702317,0.336297683,0.5292945,2.804205,1.307135261,13236.73794,0.997302
7,eat-2,3,PM,NA,PM,CMFLIM10,CMFLIM10 Animal3 DR Day7,0.691901559,0.308098441,0.6517755,2.7430035,1.333770494,7076.551416,0.89142
9,eat-2,3,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day9,0.706675544,0.293324456,0.5201075,2.6535885,1.147714084,7201.249607,0.932553
9,eat-2,3,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day9,0.622562049,0.377437952,0.6514615,2.917911,1.523395214,2953.670305,0.917832
9,eat-2,3,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal3 DR Day9,0.715065727,0.284934274,0.5745235,2.778923,1.223301271,3169.199398,0.8713525
9,eat-2,3,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal3 DR Day9,0.625096043,0.374903958,0.6000855,2.9469745,1.489454774,11042.18281,0.9427555
9,eat-2,3,PM,NA,PM,CMFLIM10,CMFLIM10 Animal3 DR Day9,0.6033789,0.3966211,0.6354275,2.5200105,1.422063109,7284.536433,0.8378425
11,eat-2,4,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day11,0.67850447,0.32149553,0.644016,3.5379675,1.578838286,10032.32118,0.9249235
11,eat-2,4,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day11,0.6247517,0.3752483,0.6735765,3.746329,1.831654589,13225.52818,0.94806
11,eat-2,4,PM,NA,PM,CMFLIM10,CMFLIM10 Animal4 DR Day11,0.578636474,0.421363526,0.7636705,4.316411,2.270160624,23050.17507,0.8045775
1,eat-2,4,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day1,0.728849941,0.271150059,0.6544545,2.702529,1.202985157,10017.42629,0.97685
1,eat-2,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day1,0.649448662,0.350551339,0.557418,2.8687805,1.348743008,13180.2525,1.1199545
1,eat-2,4,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day1,0.685149607,0.314850393,0.659717,2.734154,1.325628681,7417.259682,0.7659865
1,eat-2,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day1,0.66322293,0.33677707,0.5738695,2.8332365,1.331781037,10848.91457,0.907237
1,eat-2,4,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal4 DR Day1,0.73316769,0.26683231,0.551647,2.678353,1.117079637,4001.432925,0.85434
1,eat-2,4,PM,NA,PM,CMFLIM10,CMFLIM10 Animal4 DR Day1,0.658562836,0.341437164,0.6260875,2.3628735,1.201903122,11266.37123,0.979747
3,eat-2,4,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day3,0.735179231,0.26482077,0.618054,2.7949795,1.207267479,4663.729108,0.978035
3,eat-2,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day3,0.638341746,0.361658255,0.613305,3.058562,1.481768578,11939.442,1.0786695
3,eat-2,4,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day3,0.749347663,0.250652338,0.621458,2.6369725,1.12383985,4900.276158,1.049392
3,eat-2,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day3,0.705471064,0.294528937,0.509528,2.7000865,1.17268549,7194.058764,1.4752595
3,eat-2,4,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal4 DR Day3,0.722491738,0.277508263,0.594028,2.771914,1.190068761,5272.613174,0.803104
3,eat-2,4,PM,NA,PM,CMFLIM10,CMFLIM10 Animal4 DR Day3,0.692018509,0.307981491,0.585827,2.3172825,1.12184082,7996.123391,1.1228335
5,eat-2,4,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day5,0.712318842,0.287681158,0.588743,2.819429,1.241061902,2581.877833,1.3017315
5,eat-2,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day5,0.629274977,0.370725023,0.595359,2.800689,1.408034062,2763.236854,0.9831295
5,eat-2,4,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day5,0.746007354,0.253992646,0.638794,3.190845,1.285422417,1688.420387,1.028453
5,eat-2,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day5,0.620631257,0.379368743,0.602936,2.943319,1.499687641,1745.848843,0.8228735
5,eat-2,4,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal4 DR Day5,0.661620629,0.338379372,0.573039,2.8553735,1.357389127,5027.956426,0.8798125
5,eat-2,4,PM,NA,PM,CMFLIM10,CMFLIM10 Animal4 DR Day5,0.721266134,0.278733867,0.631572,2.8386875,1.236226445,2970.502386,0.881308
7,eat-2,4,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day7,0.715052617,0.284947384,0.644385,3.3192,1.384870094,6414.606052,0.895129
7,eat-2,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day7,0.542078688,0.457921312,0.7366825,3.8044475,2.108959564,16895.44187,0.814872
7,eat-2,4,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day7,0.647088061,0.352911939,0.7476895,3.8550315,1.888699667,8526.132267,0.9748615
7,eat-2,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day7,0.551775056,0.448224944,0.6717985,4.0878045,2.19390871,7975.333455,0.7696405
7,eat-2,4,PM,NA,PM,CMFLIM10,CMFLIM10 Animal4 DR Day7,0.676934669,0.323065331,0.698067,3.2400895,1.519948933,8789.096364,0.8565175
9,eat-2,4,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day9,0.691400951,0.308599049,0.4977005,2.74638,1.155306165,6714.898971,0.8189025
9,eat-2,4,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day9,0.652996723,0.347003278,0.6861945,3.1805665,1.588499941,7095.77971,0.844829
9,eat-2,4,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal4 DR Day9,0.703468695,0.296531306,0.638344,3.1440725,1.392236075,4266.692614,0.9911615
9,eat-2,4,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal4 DR Day9,0.650937187,0.349062813,0.621742,3.226746,1.533962777,5510.20903,0.763381
9,eat-2,4,PM,NA,PM,CMFLIM10,CMFLIM10 Animal4 DR Day9,0.753309468,0.246690533,0.6379115,3.0531345,1.235075303,11711.39652,1.116973
11,eat-2,5,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal5 DR Day11,0.729400879,0.270599121,0.6095645,3.2163905,1.292452241,6000.807811,1.094417
1,eat-2,5,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal5 DR Day1,0.663467098,0.336532903,0.6291405,2.753236,1.34323586,7996.98601,0.976045
1,eat-2,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal5 DR Day1,0.651454292,0.348545708,0.6141645,3.1110815,1.476901675,10871.14617,0.895102
1,eat-2,5,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal5 DR Day1,0.74131843,0.25868157,0.7819205,3.394775,1.43098978,13899.87237,0.821176
1,eat-2,5,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal5 DR Day1,0.652214219,0.347785782,0.6307405,3.081768,1.483901671,8778.723043,0.839229
1,eat-2,5,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal5 DR Day1,0.695631699,0.304368302,0.676193,3.080772,1.414003948,7301.184725,0.757077
1,eat-2,5,PM,NA,PM,CMFLIM10,CMFLIM10 Animal5 DR Day1,0.639207309,0.360792692,0.6527375,2.425819,1.288505286,15367.33785,0.9416885
3,eat-2,5,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal5 DR Day3,0.730057369,0.269942632,0.6147885,2.9663285,1.237783996,3164.986697,1.0018905
3,eat-2,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal5 DR Day3,0.581687822,0.418312179,0.689808,2.976745,1.656966968,11329.74291,0.7500575
3,eat-2,5,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal5 DR Day3,0.753284144,0.246715857,0.6068415,2.6922095,1.141401614,6761.420427,0.8626915
3,eat-2,5,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal5 DR Day3,0.606176737,0.393823264,0.6197285,2.7133565,1.485971274,8312.720226,0.8143735
3,eat-2,5,Germline,NA,Germline,CMFLIM10,CMFLIM10 Animal5 DR Day3,0.68719848,0.31280152,0.596418,2.889077,1.331610303,6531.858764,0.8076915
3,eat-2,5,PM,NA,PM,CMFLIM10,CMFLIM10 Animal5 DR Day3,0.742656219,0.257343781,0.5293755,2.460398,1.014205893,6912.788635,0.9075515
5,eat-2,5,Caudal BWM,Caudal,BWM,CMFLIM10,CMFLIM10 Animal5 DR Day5,0.669774631,0.330225369,0.6395845,3.3172615,1.540524635,2892.592974,0.809647
5,eat-2,5,Caudal Hypodermis,Caudal,Hypodermis,CMFLIM10,CMFLIM10 Animal5 DR Day5,0.588829068,0.411170932,0.7270225,3.51339,1.901278809,6559.069464,0.821116
5,eat-2,5,Cranial BWM,Cranial,BWM,CMFLIM10,CMFLIM10 Animal5 DR Day5,0.729227574,0.270772427,0.638346,3.183362,1.331535048,4236.232582,0.974338
5,eat-2,5,Cranial Hypodermis,Cranial,Hypodermis,CMFLIM10,CMFLIM10 Animal5 DR Day5,0.651775907,0.348224093,0.6562595,3.2844525,1.575277322,5091.046522,0.901025
5,eat-2,5,PM,NA,PM,CMFLIM10,CMFLIM10 Animal5 DR Day5,0.723746299,0.276253702,0.610694,2.9249495,1.244181043,6834.660544,0.970732
